name,address,phone,website,rating,reviews,status,lat,lng,category,commerce_mode,opening_hours,google_maps_url,onboarding_status,source
Ram Medical Stores,"XH8J+HJG, 39, Nagarathpet Main Rd, Medarpet, Kumbarpet, Halsurpete, Nagarathpete, Bengaluru, Karnataka 560002, India",080 2221 1666,,4.3,301,OPERATIONAL,12.966513899999999,77.5814551,General,B,Monday: 9:30 AM – 11:00 PM,https://maps.google.com/?cid=15330043959441885703&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Roopa Balaji supplys,"20/2, 3rd Main Rd, New Tharagupet, Bengaluru, Karnataka 560002, India",090369 66442,,4.6,22,OPERATIONAL,12.961929399999999,77.5712096,General,B,Monday: 10:30 AM – 7:00 PM,https://maps.google.com/?cid=16364422615993474210&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Rukmini Hall,"711-712, Chickpet Rd, near Vijay Vihar Hotel, Ragipet, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",080 2225 5425,,4.3,101,OPERATIONAL,12.969087400000001,77.5769677,General,B,Monday: 10:30 AM – 7:30 PM,https://maps.google.com/?cid=2206213150724435685&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sakalajee Market,"XH9H+7HF, Avenue Rd, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",,,4,102,OPERATIONAL,12.968180199999999,77.57891269999999,General,B,Monday: 11:00 AM – 9:00 PM,https://maps.google.com/?cid=12474724922285774698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Shopping Street,"Shopping St, Kumara Park West, Seshadripuram, Bengaluru, Karnataka 560020, India",,,,,OPERATIONAL,12.9943222,77.5801672,General,B,,https://maps.google.com/?cid=7809326679713013532&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Shree Trading,"No.300/7, Savand Market, Ground Floor, Avenue Road Cross, Belli Basavangudi St, near DPG Complex, Ragipet, Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",080 4122 4925,https://nfc.dgtechsoln.com/shree-trading/,4.5,4,OPERATIONAL,12.9671991,77.5776594,General,B,Monday: 10:00 AM – 9:00 PM,https://maps.google.com/?cid=18420799759344376488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Shubha Enterprises,"6/3, Balepet, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",080 2220 1651,http://www.shubhasewing.com/,4.4,153,OPERATIONAL,12.9739889,77.5749653,General,B,Monday: 10:30 AM – 8:30 PM,https://maps.google.com/?cid=1906043038953972236&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sri Mahalakshmi Commercials,"72/2, 2nd Main Rd, New Tharagupet, Bengaluru, Karnataka 560002, India",,,4.6,18,OPERATIONAL,12.963212299999999,77.5716985,General,B,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=891087960137449563&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sri RamaVilas Sweets (Gundappa Hotel),"14,Shri Dharmaraya swami temple main road, Old Taluk Cutchery Rd, Thigalarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",080 2222 2055,,4.4,1047,OPERATIONAL,12.965328399999999,77.5839766,General,B,Monday: 12:00 – 8:00 PM,https://maps.google.com/?cid=574453056304887671&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sri Venkateshwara Silks,"XHFH+83H, BVK Iyengar Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560009, India",080 2226 9016,,4,448,OPERATIONAL,12.973322500000002,77.57772179999999,General,B,Monday: 10:00 AM – 9:00 PM,https://maps.google.com/?cid=130885242301005661&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sri Venkateshwara Sweetmeat Stall (original),"181, Balepete Main Rd, near to upparpet Police Station, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",080 4151 1957,,4.3,5410,OPERATIONAL,12.973173099999999,77.5747011,General,B,Monday: 9:00 AM – 8:30 PM,https://maps.google.com/?cid=3184425452794950256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sri bhagya lakshmi super bazar,"20/1, 2nd Main Rd, behind Sri balaji traders, New Tharagupet, Bengaluru, Karnataka 560002, India",080 2670 2536,,4.3,141,OPERATIONAL,12.961908999999999,77.571511,General,B,Monday: 10:30 AM – 8:30 PM,https://maps.google.com/?cid=2840095414298622357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Subhas Stores - The Book Mall,"first floor, subhas complex, No72, Avenue Rd, above seema creations, Ballapurpet, Nagarathpete, Bengaluru, Karnataka 560002, India",080 2225 6624,,4.1,1920,OPERATIONAL,12.970328799999999,77.5800115,General,B,Monday: 10:30 AM – 6:30 PM,https://maps.google.com/?cid=1489835663225387227&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sujatha Traders,"Shop No:#42, 3rd Main Rd, Ranasinghpete, New Tharagupet, Bengaluru, Karnataka 560002, India",099020 07779,https://www.sujathatraders.com/,4.1,693,OPERATIONAL,12.9641901,77.5711838,General,B,Monday: 11:00 AM – 7:30 PM,https://maps.google.com/?cid=7951867719111854473&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sultan pet circle,"8, Shankara Devara Galli, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",,,4.1,15,OPERATIONAL,12.969282900000001,77.5723788,General,B,Monday: 7:00 AM – 10:00 PM,https://maps.google.com/?cid=4399307817547212712&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sultanpet main road,"199, Sultanpete Main Rd, opp. State Bank of India, Santhusapet, Chickpet, Bengaluru, Karnataka 560053, India",,,4.6,19,OPERATIONAL,12.9691383,77.5734899,General,B,,https://maps.google.com/?cid=2360320744531087702&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sunday Bazar Bengaluru,"209, Sultanpete Main Rd, E Block, Santhusapet, Sultanpete, Bengaluru, Karnataka 560053, India",,,4,3533,OPERATIONAL,12.968838700000001,77.57394459999999,General,B,Monday: Closed,https://maps.google.com/?cid=6230136931422561115&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
T H BASAVARAJAPPA,"grain bazar, CITY MARKET, X73, City Market, KR Market, Mamulpet, Chickpet, Bengaluru, Karnataka 560002, India",093412 35095,,5,45,OPERATIONAL,12.964953099999999,77.57687659999999,General,B,Monday: 11:00 AM – 8:30 PM,https://maps.google.com/?cid=14329717983902629308&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Tushar Impex,"No.24, opposite Venkateshwara Sweets, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",082173 96388,,4.6,1184,OPERATIONAL,12.973262499999999,77.5750437,General,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=18266864667837676631&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Udupi Stores,"Ground Floor, 6/19, Gundopanth St, near Sri Krishna Mandir, Ragipet, Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",099001 47180,,4.3,645,OPERATIONAL,12.966621799999999,77.5766464,General,B,Monday: 11:00 AM – 8:00 PM,https://maps.google.com/?cid=14728257932770242176&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
"Vardhaman Electronics Since 1984 (S.P Road, Bengaluru)","116, MS Ln, near Nagarathpet Main Road, S.P Road Cross, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",099454 79307,http://www.vardhamanelectronics.com/,4.9,144,OPERATIONAL,12.9652008,77.58294670000001,General,B,Monday: 10:00 AM – 7:00 PM,https://maps.google.com/?cid=11130306607484599779&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Whole sale Market,"35, 2, New Tharagupet, Bengaluru, Karnataka 560002, India",,http://ashrafmohaaz.ke/,4.5,12,OPERATIONAL,12.9623192,77.5706979,General,B,Monday: 8:00 AM – 9:00 PM,https://maps.google.com/?cid=17572552958790722802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
amyzone,"116, Sultanpete Main Rd, E Block, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",,,4.9,31,OPERATIONAL,12.968893000000001,77.57382419999999,General,B,Monday: 9:30 AM – 7:30 PM,https://maps.google.com/?cid=3924473300207074270&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
𝐅𝐀𝐍𝐂𝐘 𝐁𝐄𝐋𝐓 & 𝐁𝐀𝐆 𝐂𝐄𝐍𝐓𝐑𝐄,"No,207/1, Srinivasa Old Sukh Sagar Hotel Complex, Sreenivasa Mandir Rd, opp. kotak Mahindra Bank, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",080 2225 5333,https://www.facebook.com/share/25KURiuJsWcZfP8x/,4.7,85,OPERATIONAL,12.9742246,77.57539229999999,General,B,Monday: 10:00 AM – 9:00 PM,https://maps.google.com/?cid=9236208168437748071&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Art Papier,"AM Building, Nagraj Fire Works, 160, near Sultanpete Main Road, Sowrashtrapet, Sultanpete, Bengaluru, Karnataka 560053, India",080 4203 2013,,4.1,195,OPERATIONAL,12.9700318,77.5719287,Gift Bags,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=14993273870872474991&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Greater India Papers and Plastics,"36, KV Temple Street Cross, CROSS, Sultanpete, Bengaluru, Karnataka 560053, India",099004 46814,https://www.greaterindiabags.com/,4.9,476,OPERATIONAL,12.9703407,77.5734233,Gift Bags,B,Monday: 11:00 AM – 8:00 PM,https://maps.google.com/?cid=17457832924612060637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
K K Bhandari,"No. 32, opposite to MH Plaza, Ragipet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",080 4132 4783,http://www.kkbhandari.com/,3.8,344,OPERATIONAL,12.9681497,77.5768475,Gift Bags,B,Monday: 9:30 AM – 8:00 PM,https://maps.google.com/?cid=1931308718099273648&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Kalash Gifts,"11, Royal Complex, behind Hotel Raghavendra, Santhusapet, Chickpet, Bengaluru, Karnataka 560053, India",098809 88528,,4.9,420,OPERATIONAL,12.9693158,77.5748874,Gift Bags,B,Monday: 9:00 AM – 9:00 PM,https://maps.google.com/?cid=11162157893654667961&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Lovely Decoration,"Shop No: 1&4, 1st Floor, CBS Plaza, 101, Belli Basavangudi St, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",085537 82629,https://site.dgtechsoln.com/lovely-decorations/,4.8,896,OPERATIONAL,12.968513000000002,77.5761023,Gift Bags,B,Monday: 9:00 AM – 9:00 PM,https://maps.google.com/?cid=11863742465938384635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mknx,"Kempanna Ln, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",070196 76496,http://www.facebook.com/traysbaskets,4.8,108,OPERATIONAL,12.9688211,77.58054469999999,Gift Bags,B,Monday: 11:00 AM – 8:30 PM,https://maps.google.com/?cid=17414897302806948864&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Moksh Card Centre,"139, Sultanpete Main Rd, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",099641 71626,,4.3,63,OPERATIONAL,12.9696427,77.57224099999999,Gift Bags,B,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=5270051947326284622&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
POORNIMA NOVELTIES (4 CORNER BAGS) MANUFACTURERS OF ALL KINDS OF BAGS AND CORPORATE GIFTING,"1st floor, Malabar complex, 7/8, Balepete Main Rd, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",,https://www.instagram.com/poornimanovelties_bengaluru?igsh=MXB6N3Awcjh6b21udg==,4.9,83,OPERATIONAL,12.9723575,77.57454779999999,Gift Bags,B,Monday: 9:00 AM – 9:00 PM,https://maps.google.com/?cid=2788541456899838418&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
"Raadhika gifts, Bengaluru","XHCF+4JV, PS Char Ln, 2nd Cross, Santhusapet, Chickpet, Bengaluru, Karnataka 560053, India",,,4.4,11,OPERATIONAL,12.9703726,77.5740397,Gift Bags,B,Monday: 9:00 AM – 9:00 PM,https://maps.google.com/?cid=10673410501281837942&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Rajdeep Paper Products,"Balaji Complex, 125/9/2, Sultanpete Main Rd, E Block, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",080954 07962,,4,47,OPERATIONAL,12.969163300000002,77.5732055,Gift Bags,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=6576337913767918865&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Rajmandir Cards & Covers,"136, 4, Sultanpete Main Rd, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",094825 08739,,4.4,12,OPERATIONAL,12.9694963,77.5725652,Gift Bags,B,Monday: 10:00 AM – 9:00 PM,https://maps.google.com/?cid=13804745301012515337&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Riya gift Zone,"296, Avenue Rd, Ragipet, KR Market, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",080959 22929,,4.2,28,OPERATIONAL,12.9671104,77.57828769999999,Gift Bags,B,Monday: 10:30 AM – 8:30 PM,https://maps.google.com/?cid=6478922552287352787&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Solanki Gift centre,"Girnar Plaza 285, Shop No G1 Ground Floor, Ragipet, Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",080 4151 2848,,4.9,190,OPERATIONAL,12.967265,77.5769219,Gift Bags,B,Monday: 9:30 AM – 9:30 PM,https://maps.google.com/?cid=16886379084808530437&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
V.R.GIFTS (Party Decorations),"no 14th, belli basavana temple, 1st Cross Rd, near white temple, Ragipet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",089714 76142,,4.6,56,OPERATIONAL,12.9675008,77.5773828,Gift Bags,B,Monday: 9:00 AM – 9:00 PM,https://maps.google.com/?cid=14571764724115278715&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Wedding gift house,"Char Street.40, 3rd floor , K.V, Cross, H Ramaiah Ln, Jolly Mohalla, Ranasinghpete, Sultanpete, Bengaluru, Karnataka 560053, India",063600 19519,,4.3,36,OPERATIONAL,12.9658751,77.57315369999999,Gift Bags,B,Monday: 9:30 AM – 8:00 PM,https://maps.google.com/?cid=17253923498006679635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
vardhman packaging,"no 225 shop no 1 A s Char street, circle, Santhusapet, Chickpet, Bengaluru, Karnataka 560053, India",093430 04163,,4.9,838,OPERATIONAL,12.969390100000002,77.5754137,Gift Bags,B,Monday: 10:00 AM – 8:30 PM,https://maps.google.com/?cid=584431009736548786&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
wholesale cane basket,"13-128, Mamulpet Rd, Ragipet, Kumbarpet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",095352 24571,,4.8,330,OPERATIONAL,12.967631299999999,77.5778763,Gift Bags,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=8691637417799515394&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
"Agrawal Home Durables (Best Hardware, Sanitaryware & Plumbing #1 in Bangalore Chickpet Market, Kilari Road)","Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",070191 02675,http://homedurables.com/,4.9,312,OPERATIONAL,12.9721914,77.5780225,Hardware,B,Monday: 10:30 AM – 9:00 PM,https://maps.google.com/?cid=17981935836006369569&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Akash Hardware & Sanitaryware,"1, 5th Cross, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",098865 95687,,4.8,23,OPERATIONAL,12.972559299999999,77.5782196,Hardware,B,Monday: 9:30 AM – 8:30 PM,https://maps.google.com/?cid=12442960752859568597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Anmol Hardware,"49, Sakaria Niwas Kilrai Road B V K, BVK Iyengar Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",080 4132 4646,,4.3,31,OPERATIONAL,12.972563099999999,77.5778805,Hardware,B,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=9039843016033426571&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Babji Hardware and Sanitation,"20/1, K M Ln, S.P Road Cross, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",099867 47344,,4.8,138,OPERATIONAL,12.9650962,77.5802491,Hardware,B,Monday: 7:00 AM – 7:00 PM,https://maps.google.com/?cid=7398266398608820845&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Balaji Hardware - chickpet - BLUM HAFELE EBCO HETTICH wholesalers,"898/1, Chickpet Cross, B/H, Hotel Cross Vijay Vihar, SV Ln, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",097311 23661,,4.9,15,OPERATIONAL,12.9691382,77.5761139,Hardware,B,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=8211234143733301763&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Balaji Hardware - ebco Hettich Ozone,"7, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",099006 12446,,4.9,61,OPERATIONAL,12.972902399999999,77.5783015,Hardware,B,Monday: 11:00 AM – 8:00 PM,https://maps.google.com/?cid=16734254951014077165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Ekambaram Sanitary Stores,"15, SJP Road, KR Market, Halsurpete, Nagarathpete, Bengaluru, Karnataka 560002, India",080 4151 0123,https://ekambaramsanitarystores.com/,4.2,288,OPERATIONAL,12.9645403,77.57787970000001,Hardware,B,Monday: 10:00 AM – 7:30 PM,https://maps.google.com/?cid=5096747859316565127&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
I.G.Hardware and Tools,"ground floor, 110, Lakshmana Rao Rd, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",095213 00396,,4.8,5,OPERATIONAL,12.9716126,77.5755992,Hardware,B,Monday: 9:30 AM – 9:00 PM,https://maps.google.com/?cid=17818563472511864787&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Jay karni Sanitary & Hardware,"4, 3rd Cross St, near C.B Bhandari school, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",081057 40910,,5,62,OPERATIONAL,12.9726117,77.5788177,Hardware,B,Monday: 9:00 AM – 9:00 PM,https://maps.google.com/?cid=3585402626015166952&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
KRISHNA HARDWARE & ELECTRICALS,"104, 20th cross,RT, Street cross, Lakshmana Rao Rd, Basettypet, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",095353 20004,,5,2,OPERATIONAL,12.971660799999999,77.5753297,Hardware,B,Monday: 10:00 AM – 9:00 PM,https://maps.google.com/?cid=14996030979257995012&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Krish Sanitaryware & Hardware,"Shop No 1,2&3,Ground Floor, Chopra Mansion, 51, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",090358 49436,,3.7,20,OPERATIONAL,12.972607300000002,77.5776671,Hardware,B,Monday: 9:00 AM – 9:00 PM,https://maps.google.com/?cid=4498480607381150562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Laxmi Hardware and Electricals,"No 2, ground floor 4th cross, A.M lane, Chickpet Rd, near Ram mandir, Basettypet, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",080 4114 4651,,4.5,36,OPERATIONAL,12.9707286,77.57535899999999,Hardware,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=9955817309828285935&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Laxmi Metal Products Pvt Ltd,"29, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",080 4125 2150,http://www.laxmimetal.co.in/,4.1,439,OPERATIONAL,12.9721406,77.5790385,Hardware,B,Monday: 10:30 AM – 8:30 PM,https://maps.google.com/?cid=1005841405175046140&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
MAHARAJA HARDWARE AND ELECTRICALS,"Ground floor, no. 16/2, 1st cross, g k. Street, RT Street Cross, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",094801 83894,,5,1,OPERATIONAL,12.971777699999999,77.5758942,Hardware,B,Monday: 10:00 AM – 9:00 PM,https://maps.google.com/?cid=17103389276766777813&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mahadev hardware & sanitaryware,"149, 3rd Cross Road, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",090195 59843,,4.9,48,OPERATIONAL,12.9723051,77.57869149999999,Hardware,B,Monday: 9:30 AM – 9:00 PM,https://maps.google.com/?cid=11691986393900323687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mahalaxmi Hardware,"Building Number 134, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",080 4120 9201,,4.7,35,OPERATIONAL,12.972522399999999,77.5780207,Hardware,B,Monday: 10:00 AM – 9:00 PM,https://maps.google.com/?cid=13684922441826162558&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mahaveer Sanitary,"Shop no 1/2, Ground floor, 3rd Cross, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",099643 16103,,4.6,42,OPERATIONAL,12.9724507,77.57881789999999,Hardware,B,Monday: 10:30 AM – 8:30 PM,https://maps.google.com/?cid=9552756582442298931&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mahima hardware and sanitary,"37, Hospital Rd, near K G, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",,,4.7,29,OPERATIONAL,12.972833699999999,77.5783459,Hardware,B,Monday: 9:00 AM – 8:00 PM,https://maps.google.com/?cid=15400439458602282565&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
