name,category,commerce_mode,rating,reviews,phone,address,google_maps_url,onboarding_status
Omkar Card Creations,Wedding Cards,B,4.0,174.0,098441 20581,"43, KV Temple Street Cross, Circle, Santhusapet, Sultanpete, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=10986842413882359275&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Babji Hardware and Sanitation,Hardware,B,4.8,138.0,099867 47344,"20/1, K M Ln, S.P Road Cross, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=7398266398608820845&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Mahadev cards and cover,Wedding Cards,B,4.0,162.0,094489 37624,"XH9F+M8C Balaji Complex, 125 B, Sultanpete Main Rd, E Block, Manivartapete, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=13161637923654698197&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Rajguru Hardware & Sanitaryware,Hardware,B,5.0,127.0,097846 38772,"17,Killari Road, Avenue Rd, cross, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=2995034344179915576&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Inder Trading Co,Stationery,A,4.5,140.0,080 4146 5777,"Cubbonpet Main Rd, Cubbonpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=10049537964059112161&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
GANESHMAL TEJRAJ AND CO,Steel/Utensils,B,4.3,144.0,080 4123 4480,"278, 1st Main Road, Tippu Sultan Palace Rd, near Police station, Anandapuram, Chamrajpet, Bengaluru, Karnataka 560018, India",https://maps.google.com/?cid=7646688401205149701&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
DK Hi Fashion,Garments,B,4.9,125.0,098803 00075,"Shop no 213,1st floor A.S. Char street, RAGHAVENDRA HOTEL, and, near baneshwara temple, cross, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=14630642363509274839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Peetex,Saree,B,4.4,138.0,093412 13626,"7, Peetex Plaza 1st Cross, Hospital Rd, next to Menaka Theater, Anchepet, Chickpet, Bengaluru, Karnataka 560009, India",https://maps.google.com/?cid=11606830790295202740&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sri bhagya lakshmi super bazar,General,B,4.3,141.0,080 2670 2536,"20/1, 2nd Main Rd, behind Sri balaji traders, New Tharagupet, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=2840095414298622357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Pooja's The Footwear Shop,General,B,4.8,126.0,099860 18828,"# 15/1, Panchalla Ankanna Lane Manavarthipet, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=15740448642105167896&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Ganesh Musicals,Musical Instruments,C,4.2,141.0,080 2220 1402,"#540, Seshmal Building O.T.C. Road, Chickpet Opp, Entrance of Karnataka Bank Ltd. Bangalore-560 053, India, Upparpete, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=12910774135977548780&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
GOUTHAM JEWELLERS,Jewellery,C,3.7,159.0,080 4124 7201,"Thigalarpet, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=2602855233047470817&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sreevaari Jewellers,Jewellery,C,4.5,130.0,070190 56003,"Shiva Plaza, 46, Avenue Rd, opp. Rice Memorial Church, Cubbonpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=14197923980422189371&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Lalit Wholesale saree,Saree,B,5.0,113.0,,"Avenue road, DK Ln, Kumbarpet, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=17075929777624504436&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sri Balaaji Jewels & Gems,Jewellery,C,4.5,117.0,097311 18883,"275, Raja Market, Avenue Rd, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=1794256143296483858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Mysore Hardware,Hardware,B,4.9,105.0,078470 28797,"157, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=9090561130908187716&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Rajendra Toys,Toys,A,3.8,135.0,080 2225 4318,"102/40, Belli Basavangudi St, Ragipet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=12277448118165292930&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Mumtaz Sanitary Stores,Hardware,B,4.8,106.0,089515 03950,"No.20, 3, M Rama Rao Rd, S.J.P Road Cross, KR Market, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=12897719228491870704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Manju Electronics Toys Co,Toys,A,4.4,111.0,,"4 Sri Lakshmi Complex P S Lane Chikpete Cross behind khaleel building cross, Santhusapet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=8181449231076085172&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Ashwini Wedding Cards,Wedding Cards,B,3.9,124.0,080 4114 0889,"Police Station, near Chickpete, Basettypet, Balepete, Circle, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=10168449372757181610&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sri Mansukh International,Garments,B,4.9,94.0,083101 57609,"591, Avenue Rd, next to Ganesh bandarkar, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=15998116953770700823&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Jalaram Market ( Textile Market),Textile,B,4.0,115.0,,"XH9H+R89, DK Ln, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=6246397104623403319&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Kuber Kreation,Textile,B,4.7,93.0,098445 32524,"Floor, 39, 1 And 2, BT St, near Belli, Ragipet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=8580224974385735488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Rukmini Hall,General,B,4.3,101.0,080 2225 5425,"711-712, Chickpet Rd, near Vijay Vihar Hotel, Ragipet, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=2206213150724435685&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Om Vidhi creations,Imitation Jewellery,B,4.9,87.0,090196 30324,"29,M.T street 1st cross R.T street.Chickpet Landmark, opposite to Goutham jewellers, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=1429225666077507875&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Rajsons Pharma Pvt Ltd,Pharma,B,4.0,106.0,080669 99999,"560026, KB Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru, Karnataka 560026, India",https://maps.google.com/?cid=14813950447360729756&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
SHEETAL JEWELLERS,Jewellery,C,4.8,88.0,097411 73928,"26, Sree Devara Dasimayya Road, Chowdeshwari Temple St, Ballapurpet, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=1935471627828615876&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sakalajee Market,General,B,4.0,102.0,,"XH9H+7HF, Avenue Rd, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=12474724922285774698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
SREE BALAJI TRADERS S.SANTOSH,Paper/Stationery,A,4.5,90.0,098452 91749,"SREE BALAJI TRADERS ( S.SANTOSH 45, 2nd Main Rd, opp. Minto hospital, New Tharagupet, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=10503893753101809037&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Wholesale silk sarees,Saree,B,3.9,103.0,,"812, 1st Floor, Shanti Bhawan, Chickpet Rd, KR Market, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=12452005368756880326&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
M.P. Electricals (Halonix Distributors),Electrical,B,4.9,80.0,098866 33560,"114, Laxman Row Road, BVK Iyengar Rd, Huriopet, cross, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=12860745485768588616&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Mahajan Provision Stores,General,B,4.2,89.0,080 4203 5304,"16/1, 3rd Main Rd, New Tharagupet, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=14010184830827587570&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Bangalore dry fruits,Dry Fruits,A,4.5,83.0,,"Vasavi Complex, O.T.Pet, Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=8145816294529690718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Naksh jewel,Jewellery,C,5.0,74.0,,"2nd floor, purandara Bhavana, 390, Nagarathpet Main Rd, above Jain Jewellers, Thigalarpet, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=10559639600756685496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
AKSHAYA JEWELS,Jewellery,C,4.8,77.0,094499 89249,"basement shop, 494, Avenue Rd, opposite Raja Market, Kumbarpet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=12376328776096892072&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Maruthi Silks,Saree,B,4.6,79.0,099722 46725,"239, Chickpet Rd, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=14133478045368665674&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
MADHUBALASAREESWHOLESALE,Saree,B,4.7,77.0,096204 08760,"No 70,2nd Floor, Ambika Cloth Market, DK Ln, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=9225558332118566472&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Bharath Harmonium Works,Musical Instruments,C,4.3,84.0,090360 93711,"366, Old Taluk Cutchery Rd, near Balepet Circle, opposite Lane Of Hindustan Trading, Sowrashtrapet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=2836418448189839197&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Om Shree Cards,Wedding Cards,B,4.4,77.0,089705 20870,"#144, G.N.Complex, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=1780045311336152034&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Maharaja Times,Watches,C,4.1,82.0,080 2237 0672,"Kempegowda Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560009, India",https://maps.google.com/?cid=17935666171017621677&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Maxell Times,Watches,C,3.6,92.0,080 4122 3047,"#256, K.S.Complex, Chickpet Circle, BVK Iyengar Rd, above Hotel Harsha, Santhusapet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=10003024065409127016&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
PRIME CORPORATION ( saree wholesaler ),Saree,B,4.6,71.0,077601 37852,"Prime plaza, 100/1 Hospital road, 1st cross, corner Parallel, to, Kempegowda Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560009, India",https://maps.google.com/?cid=13468802568019201552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Jay karni Sanitary & Hardware,Hardware,B,5.0,62.0,081057 40910,"4, 3rd Cross St, near C.B Bhandari school, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=3585402626015166952&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Shreya Silver,Jewellery,C,4.9,62.0,,"44, JMJ Towers, 1st Floor, Appaji Rao Lane, Chowdeshwari Temple St, Cross, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=17522623020814139872&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
HEERA NOVELTIES-wholesale cosmetic dealer in bangalore,Cosmetics,A,4.6,66.0,098867 97356,"GROUND FLOOR, SAFENA COMPLEX, Kumbarpet Main Rd, opposite to FMC COMPLEX, Ragipet, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=4539997418399342961&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sri Sapta Swara Musicals,Musical Instruments,C,5.0,60.0,,"51/1, 2nd Cross Rd, Sowrashtrapet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=148869607525310807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Pooja Clocks,Watches,C,5.0,60.0,094481 67481,"19, PS Char Ln, Santhusapet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=6233319920309775401&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Balaji Hardware - ebco Hettich Ozone,Hardware,B,4.9,61.0,099006 12446,"7, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=16734254951014077165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Beauty Collection,Cosmetics,A,4.9,59.0,070732 97562,"Shop Number 23 Ground Floor, P S Lane, Cross, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=3877061355894648831&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Swasthik Dry Fruits,Dry Fruits,A,4.9,59.0,098458 91521,"35, 3rd Main Rd, New Tharagupet, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=9805915322918298632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Adinath Dry Fruits,Dry Fruits,A,4.3,67.0,098456 58158,"292, Ragipet, Old Tharagupet, Mamulpet, New Tharagupet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=14044130772719618951&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Jain Jewellers,Jewellery,C,4.1,70.0,080 4151 7585,"No. 934 Purandara, Nagarathpet Main Rd, Medarpet, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=11839229997366833842&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Anil Steel Centre,Steel/Utensils,B,4.9,58.0,,"44, M.M. Lane, Ganigarpet, Gollarpet, Kumbarpet, Cross, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=16471585391399109261&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
SONA CARDS,Wedding Cards,B,4.8,59.0,094800 87511,"Krishna Complex, 181/4, Sultanpete Main Rd, opp. vrl transport, E Block, Santhusapet, Sultanpete, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=17883500606969695459&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Shubham dry fruits,Dry Fruits,A,4.3,65.0,095916 82693,"263/64, Sultanpete Main Rd, O.T.Pet, Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=11622601373431420981&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Wholesale top and readymade,Garments,B,4.9,57.0,091488 95690,"34, Shanti Bhawan, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=10036798647191410625&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sri Chandra Stationery Mart,Stationery,A,4.3,63.0,080 2287 3322,"4, 179, Avenue Rd, Ragipet, Old Tharagupet, Mamulpet, Nagarathpete, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=2429425350745938675&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Moksh Card Centre,Gift Bags,B,4.3,63.0,099641 71626,"139, Sultanpete Main Rd, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=5270051947326284622&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Padam Paper & Stationery,Stationery,A,4.4,61.0,098862 63561,"Number 18 Bhushan Mansion, 2nd Cross Road, KV Temple Street Cross, Sowrashtrapet, Sourashtrapet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=10977508063015044464&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sunrise Silver Craft,Jewellery,C,4.5,59.0,080 4120 2009,"15, Raja Market, Avenue Rd, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=8513311416894992288&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Vijay Jewellery imitation xperts,Imitation Jewellery,B,4.6,57.0,095900 65313,"50, Old Kasai Rd, Ragipet, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=2754995660150325440&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
V.R.GIFTS (Party Decorations),Gift Bags,B,4.6,56.0,089714 76142,"no 14th, belli basavana temple, 1st Cross Rd, near white temple, Ragipet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=14571764724115278715&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Ashok Cards & Gifts,General,B,3.5,72.0,092423 99919,"Srinath Building, Sultanpete Main Rd, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=10480183658022250087&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
PRIYA DRY FRUITS,Dry Fruits,A,4.4,55.0,084319 32968,"5, Slv Complex, no, Cross, Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=17039732405966991014&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
V S Toys,Toys,A,4.5,53.0,090088 11110,"14, 1st Cross, B B T Street, Near-Satish Clinic, Mamulpet, Ragipet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=4261981542116939314&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Mahadev hardware & sanitaryware,Hardware,B,4.9,48.0,090195 59843,"149, 3rd Cross Road, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=11691986393900323687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Padmavati Gold Cover (PGC),Jewellery,C,4.9,47.0,098236 41793,"Shop No. 2, 1st Floor, Mallikarjunappa Lane, 1st cross, Diwan Khan Ln, Ballapurpet, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=6328779278432065425&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
"ARVIND TRADING CO.,",Dry Fruits,A,4.0,57.0,099003 50057,"14, Ragipet, Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=15087320768322374767&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sri Tirumala wedding cards,Wedding Cards,B,4.2,54.0,089701 03085,"CITY TOWER, Sultanpete Main Rd, Santhusapet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=8438172231219638791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Prime Stationery Spot - Corporate Return Gifts,Stationery,A,4.8,47.0,094804 51400,"366, Abdul azeez tower, Avenue Rd, Ragipet, KR Market, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=11701233810573880312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Vasant Electricals,Electrical,B,4.8,47.0,099869 99996,"84, BVK Iyengar Rd, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=11455750634320937228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
T H BASAVARAJAPPA,General,B,5.0,45.0,093412 35095,"grain bazar, CITY MARKET, X73, City Market, KR Market, Mamulpet, Chickpet, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=14329717983902629308&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sumangali Enterprises,Wedding Cards,B,4.2,51.0,099455 83877,"Circle, 60, KV Temple Street Cross, opposite to SSK Sangha, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=15878285703144369698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Paras packaging & co,Packing Materials,B,4.6,46.0,,"44/1, Avenue Rd, opp. to shivam trading co, Ragipet, KR Market, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=12621073588789641733&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Prag fashion wholesale shop,Garments,B,4.7,45.0,,"Number 526 , shree, Tapasi Complex, Avenue Rd, opposite to pathi market, Kumbarpet, Huriopet, Chickpet, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=15378295293305962424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Hitesh stationary world,Stationery,A,4.8,44.0,090085 55547,"No33 Shop no 5 k s l, a building, e c, Avenue Rd, Cubbonpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=15950630364598415728&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
